id,name,maintenance_responsibility,installed,material,length,number_of_steps,schools_count,school_score,total_population,transit_rider_count,transit_score,detour_score,overall_score,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
326501686,10 Wakefield St,3rd Division,,Concrete,53,8,0,100,367,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/10_Wakefield_St.jpg,South Oakland,3,4,42003040900,3,4,4,2-11,40.43092643,-79.95709004
527853474,1005 St Martin St,4th Division,,Concrete,33,24,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/1005_St_Martin_St.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-6,40.42240992,-79.98821521
1074700399,1017 St Martin St,4th Division,,Concrete,52,4,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/1017_St_Martin_St.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-6,40.42247118,-79.98760433
50987987,30th St from Bigelow Blvd to Leander St,3rd Division,1948-01-01,Concrete,106,106,0,100,235,27,5,9,5,https://tools.wprdc.org/images/pittsburgh/steps/30th_St_from_Bigelow_Blvd_to_Leander_St.jpg,Bedford Dwellings,7,6,42003060500,3,6,2,2-24,40.45478729,-79.96845303
173445306,30th St from Paulowna to Bigelow Blvd,3rd Division,1948-01-01,Concrete,204,85,1,4,422,39,4,7,9,https://tools.wprdc.org/images/pittsburgh/steps/30th_St_from_Paulowna_to_Bigelow_Blvd.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45547025,-79.96872548
1770071723,53rd St from Holmes St to Lotus Way West,2nd Division,1949-01-01,Concrete,105,44,1,8,1751,124,9,4,7,https://tools.wprdc.org/images/pittsburgh/steps/53rd_St_from_Holmes_St_to_Lotus_Way_West.jpg,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.4803416,-79.95013388
1298252202,53rd St from Lotus Way to Duncan St,2nd Division,1949-01-01,Concrete,106,17,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/53rd_St_from_Lotus_Way_to_Duncan_St.jpg,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.48010422,-79.94980444
1726357152,54th St from Wickliff to Camelia St,2nd Division,,Concrete,424,188,1,10,1227,31,8,7,8,https://tools.wprdc.org/images/pittsburgh/steps/54th_St_from_Wickliff_to_Camelia_St.jpg,Upper Lawrenceville,7,10,42003101800,2,10,2,3-5,40.47991519,-79.94730123
652746099,56th St from Carnegie St to Duncan St,2nd Division,1946-01-01,Concrete,468,249,0,100,507,178,7,5,7,https://tools.wprdc.org/images/pittsburgh/steps/56th_St_from_Carnegie_St_to_Duncan_St.jpg,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.48332958,-79.9468158
1945192976,56th St from Celadine St to Alford Way,2nd Division,,Wood,36,8,0,100,422,8,3,7,3,https://tools.wprdc.org/images/pittsburgh/steps/56th_St_from_Celadine_St_to_Alford_Way.jpg,Stanton Heights,7,10,42003101800,2,10,5,3-5,40.48217592,-79.94427348
249264327,56th St from Duncan to Wickliff St,2nd Division,1946-01-01,Concrete,167,26,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/56th_St_from_Duncan_to_Wickliff_St.jpg,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.48262529,-79.94593166
1480562482,56th St from Wickliff St to Celadine St,2nd Division,1946-01-01,Concrete,383,119,0,100,517,90,8,10,9,https://tools.wprdc.org/images/pittsburgh/steps/56th_St_from_Wickliff_St_to_Celadine_St.jpg,Stanton Heights,7,10,42003101800,2,10,5,3-5,40.48211011,-79.9453843
122981715,57th St from Christopher St to Duncan St,2nd Division,1949-01-01,Concrete,255,,0,100,356,39,2,2,3,https://tools.wprdc.org/images/pittsburgh/steps/57th_St_from_Christopher_St_to_Duncan_St.jpg,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.4832979,-79.94416213
74821978,57th St from Duncan St,2nd Division,1949-01-01,Concrete,286,,0,100,330,23,1,1,2,https://tools.wprdc.org/images/pittsburgh/steps/57th_St_from_Duncan_St.jpg,Stanton Heights,7,10,42003101800,2,10,5,3-5,40.4826782,-79.94341368
626465676,6557 Caton St to Lilac St,3rd Division,,Concrete,111,23,0,100,845,0,6,8,4,https://tools.wprdc.org/images/pittsburgh/steps/6557_Caton_St_to_Lilac_St.jpg,Squirrel Hill South,5,14,42003141400,3,14,4,2-15,40.42356944,-79.92177067
22023827,Adelphia St from Morningside to Duffield St,2nd Division,,Wood,111,45,1,8,802,118,9,7,6,https://tools.wprdc.org/images/pittsburgh/steps/Adelphia_St_from_Morningside_to_Duffield_St.jpg,Stanton Heights,7,10,42003101800,2,10,5,3-7,40.48766343,-79.92630346
732253068,Adon St from Chartiers Ave to Huxley St,5th Division,1947-01-01,Concrete,244,62,1,4,998,65,5,1,7,https://tools.wprdc.org/images/pittsburgh/steps/Adon_St_from_Chartiers_Ave_to_Huxley_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45335592,-80.06141769
256935259,Alger St from Neeb St East,3rd Division,,Concrete,18,6,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Alger_St_from_Neeb_St_East.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42762574,-79.9414495
961966396,Allendale St from Chartiers Ave to Tyndall St,5th Division,1982-01-01,Concrete,422,32,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Allendale_St_from_Chartiers_Ave_to_Tyndall_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45339805,-80.05933279
1617048956,Allequippa St to Dead End,3rd Division,1947-01-01,Concrete,121,69,0,100,806,258,10,10,10,https://tools.wprdc.org/images/pittsburgh/steps/Allequippa_St_to_Dead_End.jpg,West Oakland,6,4,42003040200,3,4,4,2-1,40.43898042,-79.97150591
146732497,Alma St from Haldane St to Ibex Way,3rd Division,,Brick/Asphalt,93,3,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Alma_St_from_Haldane_St_to_Ibex_Way.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42156333,-79.9427572
640745759,Alma St from Ibex Way to Stanley St,3rd Division,,Brick/Asphalt,102,9,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Alma_St_from_Ibex_Way_to_Stanley_St.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42151433,-79.94322257
1154519667,Alpena St from Bigelow Blvd to Dakota St,3rd Division,1951-01-01,Concrete,634,65,1,10,1301,787,10,9,10,https://tools.wprdc.org/images/pittsburgh/steps/Alpena_St_from_Bigelow_Blvd_to_Dakota_St.jpg,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45351322,-79.95483459
950550444,Alverado Ave from Goldstrom Ave,5th Division,,Wood,120,76,0,100,624,1,5,9,6,https://tools.wprdc.org/images/pittsburgh/steps/Alverado_Ave_from_Goldstrom_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41211508,-80.02841874
2133255384,Alvin St from Tunstall St to Yoder St,3rd Division,1950-01-01,Concrete,74,28,0,100,503,12,5,9,4,https://tools.wprdc.org/images/pittsburgh/steps/Alvin_St_from_Tunstall_St_to_Yoder_St.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42465543,-79.94826447
850876938,Amanda Ave and Brownsville Rd,4th Division,,Concrete,12,9,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Amanda_Ave_and_Brownsville_Rd.jpg,Mount Oliver Borough,,0,42003481000,0,0,3,Mt Oliver,40.41466455,-79.98794777
69799300,Amanda St from Mt Oliver St to Arlington Ave,4th Division,,Concrete,171,35,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Amanda_St_from_Mt_Oliver_St_to_Arlington_Ave.jpg,Allentown,3,18,42003170600,5,18,3,4-6,40.41876938,-79.98814054
892247921,Amherst St from Chartiers Ave to Janewood Way,5th Division,,Concrete,88,53,1,9,877,214,10,8,10,https://tools.wprdc.org/images/pittsburgh/steps/Amherst_St_from_Chartiers_Ave_to_Janewood_Way.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44234922,-80.03939916
1934308117,Andick Way from Kenberma Ave to Dagmar Ave,5th Division,,Asphalt/Concrete,235,0,1,7,1499,520,8,3,6,https://tools.wprdc.org/images/pittsburgh/steps/Andick_Way_from_Kenberma_Ave_to_Dagmar_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.4139537,-80.02251946
1152983115,Andick Way from Westfield St to Rockland Ave,5th Division,,Concrete,42,38,1,10,1012,0,7,8,6,https://tools.wprdc.org/images/pittsburgh/steps/Andick_Way_from_Westfield_St_to_Rockland_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41408887,-80.01981442
2145370438,Andover Terrace to Bryn Mawr Rd,3rd Division,,Concrete,36,4,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Andover_Terrace_to_Bryn_Mawr_Rd.jpg,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45035158,-79.95696734
845854682,Anise Way from Banksville Ave to Tippet Ave,5th Division,1948-01-01,Concrete,330,77,1,2,285,17,2,4,2,https://tools.wprdc.org/images/pittsburgh/steps/Anise_Way_from_Banksville_Ave_to_Tippet_Ave.jpg,Banksville,2,20,42003202300,5,20,6,4-9,40.40756044,-80.0343061
611544743,Antenor Way from Maytide to Antenor Ave,4th Division,1949-01-01,Concrete,298,101,0,100,644,0,2,2,2,https://tools.wprdc.org/images/pittsburgh/steps/Antenor_Way_from_Maytide_to_Antenor_Ave.jpg,Carrick,4,32,42003320400,3,32,3,4-23,40.38419863,-79.99328295
227182058,Anthony St from Saline St,3rd Division,,Concrete,527,251,1,1,249,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Anthony_St_from_Saline_St.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42750987,-79.94489249
993831479,Apollo St from Melwood Ave to Bethoven St,3rd Division,1947-01-01,Concrete,193,98,0,100,387,5,3,7,4,https://tools.wprdc.org/images/pittsburgh/steps/Apollo_St_from_Melwood_Ave_to_Bethoven_St.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45960175,-79.95868179
421123402,Arcola Way from High St to Seidle St,1st Division,1948-01-01,Concrete,83,15,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Arcola_Way_from_High_St_to_Seidle_St.jpg,Spring Garden,1,24,42003241200,1,24,1,1-5,40.46074421,-79.99175131
333337819,Arcola Way from Seidle St to Diana St,1st Division,1948-01-01,Concrete,297,192,0,100,388,13,4,7,6,https://tools.wprdc.org/images/pittsburgh/steps/Arcola_Way_from_Seidle_St_to_Diana_St.jpg,Spring Garden,1,24,42003241200,1,24,1,1-5,40.4613572,-79.99197606
951186450,Arlington Ave at William St,4th Division,,Concrete,63,64,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Arlington_Ave_at_William_St.jpg,Allentown,3,18,42003180300,5,18,3,4-5,40.42798928,-79.99657382
469336987,Ashlyn St from Stafford St to Brevet Way,5th Division,1952-01-01,Concrete,255,102,0,100,1089,0,5,3,5,https://tools.wprdc.org/images/pittsburgh/steps/Ashlyn_St_from_Stafford_St_to_Brevet_Way.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45876332,-80.05353569
116267962,Atmore St to Halsey Place,1st Division,1984-01-01,Concrete,48,33,1,6,299,56,6,9,6,https://tools.wprdc.org/images/pittsburgh/steps/Atmore_St_to_Halsey_Place.jpg,Marshall-Shadeland,1,27,42003270400,1,27,1,1-9,40.46404252,-80.03082987
806782495,Attica St to Furley St,5th Division,,Asphalt/Wood,103,3,1,1,500,149,4,1,6,https://tools.wprdc.org/images/pittsburgh/steps/Attica_St_to_Furley_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.4418071,-80.03710925
1279657092,B St from Lamont to Morrison St,1st Division,1948-01-01,Concrete,103,70,0,100,312,136,4,3,5,https://tools.wprdc.org/images/pittsburgh/steps/B_St_from_Lamont_to_Morrison_St.jpg,California-Kirkbride,6,25,42003250700,1,25,1,1-9,40.4603693,-80.0205203
840162634,Baker St from Jancey St to Morningside Ave,2nd Division,,Brick/Asphalt,48,22,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Baker_St_from_Jancey_St_to_Morningside_Ave.jpg,Morningside,7,10,42003101400,2,10,5,3-7,40.48814555,-79.92505327
443949317,Balfour St from Elliott St to Lander St,5th Division,1947-01-01,Concrete,155,,0,100,155,91,6,9,8,https://tools.wprdc.org/images/pittsburgh/steps/Balfour_St_from_Elliott_St_to_Lander_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44341462,-80.03274539
1495570257,Balfour St from Steuben St to Elliott St,5th Division,1947-01-01,Concrete,158,,0,100,150,115,6,9,9,https://tools.wprdc.org/images/pittsburgh/steps/Balfour_St_from_Steuben_St_to_Elliott_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44303279,-80.03248563
1693968083,Ballinger St from Edgebrook Ave to Heber Way,4th Division,1948-01-01,Concrete,192,167,0,100,262,70,4,6,1,https://tools.wprdc.org/images/pittsburgh/steps/Ballinger_St_from_Edgebrook_Ave_to_Heber_Way.jpg,Brookline,4,32,42003320600,5,32,6,4-25,40.40115194,-80.00273987
1800935282,Barry St from Josephine St to Mission St,DOMI - Signs and Markings,1947-01-01,Concrete,474,78,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Barry_St_from_Josephine_St_to_Mission_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42342772,-79.96991869
1078917649,Barry St from Mission St to Holt St West,4th Division,1947-01-01,Concrete,113,58,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Barry_St_from_Mission_St_to_Holt_St_West.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42229012,-79.97066956
1728342157,Barry St from Mission to Holt St East,4th Division,1947-01-01,Concrete,127,32,0,100,904,45,4,1,5,https://tools.wprdc.org/images/pittsburgh/steps/Barry_St_from_Mission_to_Holt_St_East.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42234841,-79.97051424
574534527,Basin St from Province St to Goettmann St,1st Division,1950-01-01,Concrete,278,93,1,3,657,29,4,3,9,https://tools.wprdc.org/images/pittsburgh/steps/Basin_St_from_Province_St_to_Goettmann_St.jpg,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45780529,-79.98997601
1167452566,Basin St from Voskamp St to Brabec St,1st Division,1950-01-01,Concrete,345,188,0,100,795,14,6,7,10,https://tools.wprdc.org/images/pittsburgh/steps/Basin_St_from_Voskamp_St_to_Brabec_St.jpg,Troy Hill,1,24,42003240600,1,24,1,1-5,40.45911502,-79.99008077
195103106,Bates St near Frazier St from Hodge St to Bates St,3rd Division,,Wood,77,32,0,100,647,89,6,6,8,https://tools.wprdc.org/images/pittsburgh/steps/Bates_St_near_Frazier_St_from_Hodge_St_to_Bates_St.jpg,South Oakland,3,4,42003040900,3,4,4,2-11,40.4329744,-79.95871002
1548014701,Bayonne Ave from Napoleon St to Alverado Ave,5th Division,,Wood,88,95,0,100,700,13,2,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Bayonne_Ave_from_Napoleon_St_to_Alverado_Ave.jpg,Beechview,2,20,42003191600,5,20,6,4-28,40.41429515,-80.02899726
1801022361,Beckman St from Gass Ave to Leonora St,1st Division,1947-01-01,Concrete,12,4,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Beckman_St_from_Gass_Ave_to_Leonora_St.jpg,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.47660962,-80.03467973
955299807,Beeler St at Olympia Way from Beeler St,3rd Division,,Concrete,84,60,0,100,458,112,3,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Beeler_St_at_Olympia_Way_from_Beeler_St.jpg,Squirrel Hill North,8,14,42003140100,3,14,4,2-26,40.44515372,-79.93488129
1580385882,Behring St from Arlington Ave,4th Division,,Wood,94,41,0,100,192,6,2,5,4,https://tools.wprdc.org/images/pittsburgh/steps/Behring_St_from_Arlington_Ave.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-5,40.42562973,-79.99047362
669695407,Belasco Ave from Cagwin St to Broadway Ave,5th Division,1951-01-01,Concrete,185,93,1,7,1062,295,9,4,8,https://tools.wprdc.org/images/pittsburgh/steps/Belasco_Ave_from_Cagwin_St_to_Broadway_Ave.jpg,Beechview,4,19,42003192000,5,19,6,4-28,40.40738539,-80.0272707
400744307,Belasco Ave from Dead End,5th Division,,Concrete,130,12,0,100,359,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Belasco_Ave_from_Dead_End.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41305973,-80.02754979
1709810042,Belasco from Coast St to Broadway Ave,5th Division,1951-01-01,Concrete,302,80,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Belasco_from_Coast_St_to_Broadway_Ave.jpg,Beechview,4,19,42003192000,5,19,6,4-28,40.40810551,-80.02738555
100488773,Belle Isle Ave from Plainview Ave to Dabney Way,4th Division,1947-01-01,Concrete,171,71,0,100,924,88,9,7,6,https://tools.wprdc.org/images/pittsburgh/steps/Belle_Isle_Ave_from_Plainview_Ave_to_Dabney_Way.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.40003321,-80.02115428
247303903,Belle Isle Ave from W Liberty Ave to Woodward Ave,4th Division,1945-01-01,Concrete,361,60,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Belle_Isle_Ave_from_W_Liberty_Ave_to_Woodward_Ave.jpg,Brookline,4,19,42003191700,5,19,6,4-26,40.40011979,-80.02298322
1098705666,Belle Isle Ave from Woodward Ave to Plainview Ave,4th Division,1947-01-01,Concrete,183,14,0,100,726,119,9,8,7,https://tools.wprdc.org/images/pittsburgh/steps/Belle_Isle_Ave_from_Woodward_Ave_to_Plainview_Ave.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.40000595,-80.02197011
163257873,Berg St from Eleanor St to Berg St,4th Division,,Concrete,47,9,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Berg_St_from_Eleanor_St_to_Berg_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.41982902,-79.97277309
1377129115,Berg St from Sterling St to Berg St,4th Division,,Wood,100,43,0,100,639,7,4,6,5,https://tools.wprdc.org/images/pittsburgh/steps/Berg_St_from_Sterling_St_to_Berg_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.41988402,-79.97394707
1922206738,Bernd St from Zelda Way to Althea St,4th Division,1988-01-01,Concrete,421,89,0,100,880,85,7,5,7,https://tools.wprdc.org/images/pittsburgh/steps/Bernd_St_from_Zelda_Way_to_Althea_St.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-21,40.41491231,-79.99815941
2059364940,Bernd St from Zelda Way to Michigan St,4th Division,1988-01-01,Concrete,70,17,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Bernd_St_from_Zelda_Way_to_Michigan_St.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-21,40.41573371,-79.99821453
345831275,Bernhardt Way from Harry St to Webster St,3rd Division,,Wood,35,11,0,100,215,3,3,9,5,https://tools.wprdc.org/images/pittsburgh/steps/Bernhardt_Way_from_Harry_St_to_Webster_St.jpg,Upper Hill,6,5,42003050600,3,5,2,2-24,40.45700459,-79.95686916
1853196305,Berwick St from Chatsworth St to Monongahela St,3rd Division,1947-01-01,Concrete,254,54,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Berwick_St_from_Chatsworth_St_to_Monongahela_St.jpg,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41336522,-79.94417811
626881503,Berwick St from Monongahela St to Sylvan Ave,3rd Division,1947-01-01,Concrete,246,64,1,2,302,59,4,5,4,https://tools.wprdc.org/images/pittsburgh/steps/Berwick_St_from_Monongahela_St_to_Sylvan_Ave.jpg,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41366743,-79.94330003
1906621722,Bigelow Blvd at Frank Curto Park,1st Division,,Concrete,154,65,0,100,15,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Bigelow_Blvd_at_Frank_Curto_Park.jpg,Strip District,7,2,42003020300,6,2,2,2-6,40.45192837,-79.97661314
1313957774,Bigelow Blvd Opposite Frank Curto Park,3rd Division,1949-01-01,Concrete,335,115,0,100,112,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Bigelow_Blvd_Opposite_Frank_Curto_Park.jpg,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.45022192,-79.97899867
1908042348,Bigger St from Seabolt Way to Montooth St,4th Division,,Brick,140,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Bigger_St_from_Seabolt_Way_to_Montooth_St.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.41524833,-80.00616422
863355450,Bigger St from Taft Ave,4th Division,,Brick,15,12,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Bigger_St_from_Taft_Ave.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.41513517,-80.00733852
456495334,Bigger St from Taft Ave to Seabolt Way,4th Division,,Brick,138,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Bigger_St_from_Taft_Ave_to_Seabolt_Way.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.41524239,-80.00678063
1433156078,Biggs Ave from Glenrose St to Pedder Way,1st Division,1946-01-01,Concrete,174,53,0,100,421,33,3,5,4,https://tools.wprdc.org/images/pittsburgh/steps/Biggs_Ave_from_Glenrose_St_to_Pedder_Way.jpg,Perry South,1,25,42003250900,1,25,1,1-10,40.46528802,-80.00572797
1697071823,Birchland St from Bellaire Pl to Dahlia Way,4th Division,,Concrete,118,21,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Birchland_St_from_Bellaire_Pl_to_Dahlia_Way.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.39329584,-80.00945981
2114026238,Birchland St from Brookline Blvd to Fitch Way,4th Division,,Concrete,111,0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Birchland_St_from_Brookline_Blvd_to_Fitch_Way.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.39255516,-80.00934942
491538370,Birchland St from Fitch Way to Bellaire Pl,4th Division,,Concrete,115,0,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Birchland_St_from_Fitch_Way_to_Bellaire_Pl.jpg,Brookline,4,32,42003320600,5,32,6,4-26,40.39290653,-80.00938026
67822743,Blanton St from Minnesota St,3rd Division,1931-01-01,Concrete,9,5,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Blanton_St_from_Minnesota_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42434176,-79.93835836
480412872,Blanton St to Minnesota St,3rd Division,1931-01-01,Concrete,63,19,0,100,1088,168,10,7,9,https://tools.wprdc.org/images/pittsburgh/steps/Blanton_St_to_Minnesota_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.4244658,-79.93830337
2007855380,Bluebelle St from Perrysville Ave to Amos Way,1st Division,,Wood,145,61,1,2,499,81,4,3,2,https://tools.wprdc.org/images/pittsburgh/steps/Bluebelle_St_from_Perrysville_Ave_to_Amos_Way.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49446353,-80.02075101
1819976926,Blvd of the Allies From Parkview Ave to Juno St,3rd Division,,Wood,82,73,0,100,1329,103,10,10,10,https://tools.wprdc.org/images/pittsburgh/steps/Blvd_of_the_Allies_From_Parkview_Ave_to_Juno_St.jpg,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43443477,-79.95151614
1689856118,Bly St from Royal St to Dead End,1st Division,1949-01-01,Concrete,130,48,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Bly_St_from_Royal_St_to_Dead_End.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46731434,-79.99803266
1298217489,Bodkin St to Brookline Blvd,DOMI - Signs and Markings,,Wood,30,21,1,10,1068,204,10,9,10,https://tools.wprdc.org/images/pittsburgh/steps/Bodkin_St_to_Brookline_Blvd.jpg,Brookline,4,19,42003191900,5,19,6,4-26,40.39625655,-80.02386049
925841624,Boulder Way from Christy St to Glen Mawr St,5th Division,1947-01-01,Concrete,98,,0,100,682,0,5,7,5,https://tools.wprdc.org/images/pittsburgh/steps/Boulder_Way_from_Christy_St_to_Glen_Mawr_St.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45936417,-80.05487054
2056686793,Boulder Way from Stafford St to Christy St,5th Division,1947-01-01,Concrete,108,,0,100,647,0,4,6,4,https://tools.wprdc.org/images/pittsburgh/steps/Boulder_Way_from_Stafford_St_to_Christy_St.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45956164,-80.05453013
431720845,Boustead St from Broadway Ave,5th Division,,Concrete,530,76,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Boustead_St_from_Broadway_Ave.jpg,Beechview,2,20,42003192000,5,20,6,4-28,40.40529705,-80.03079085
2139916971,Boustead St from Hillgrove Ave,5th Division,,Concrete,135,59,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Boustead_St_from_Hillgrove_Ave.jpg,Beechview,2,20,42003192000,5,20,6,4-28,40.4049561,-80.03207827
576370457,Brereton St from Herron Ave,3rd Division,,Concrete,12,7,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Brereton_St_from_Herron_Ave.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.4566822,-79.96539058
1970851874,Brereton St to Phelan Way,3rd Division,1951-01-01,Concrete,116,,1,9,830,69,8,7,10,https://tools.wprdc.org/images/pittsburgh/steps/Brereton_St_to_Phelan_Way.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45641388,-79.96736369
1912335213,Brighton Heights Blvd,1st Division,,Concrete,53,24,1,9,625,209,10,10,6,https://tools.wprdc.org/images/pittsburgh/steps/Brighton_Heights_Blvd.jpg,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.47956617,-80.04281787
127845340,Brossville St at E Warrington Ave,4th Division,,Concrete,12,7,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Brossville_St_at_E_Warrington_Ave.jpg,Allentown,3,18,42003180300,5,18,3,4-6,40.4218453,-79.99169085
2104739584,Brownsville Rd and Knox Ave,4th Division,,Concrete,10,2,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Brownsville_Rd_and_Knox_Ave.jpg,Knoxville,3,30,42003300100,5,30,3,4-7,40.41075191,-79.99029277
1738105971,Brushton Ave and Monticello St,Construction,1945-01-01,Concrete,333,173,2,10,975,136,10,8,10,https://tools.wprdc.org/images/pittsburgh/steps/Brushton_Ave_and_Monticello_St.jpg,Homewood North,9,13,42003130100,2,13,5,3-17,40.45810438,-79.88763236
161796133,Bryn Mawr Rd at Centre Ave,3rd Division,,Concrete,25,6,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Bryn_Mawr_Rd_at_Centre_Ave.jpg,Upper Hill,6,5,42003050600,3,5,2,2-23,40.44917755,-79.95757764
615475645,Bryn Mawr Rd to Clarissa St,3rd Division,1949-01-01,Concrete,215,69,1,9,1075,119,9,6,9,https://tools.wprdc.org/images/pittsburgh/steps/Bryn_Mawr_Rd_to_Clarissa_St.jpg,Upper Hill,6,5,42003050600,3,5,2,2-22,40.4530265,-79.96071857
1244308039,Burr St from Fisher St to Ormsby St,4th Division,,Wood,128,34,1,4,575,42,5,6,5,https://tools.wprdc.org/images/pittsburgh/steps/Burr_St_from_Fisher_St_to_Ormsby_St.jpg,Mt. Oliver,3,16,42003561700,3,16,3,4-8,40.41163142,-79.97800819
