id,name,maintenance_responsibility,installed,material,length,number_of_steps,schools_count,school_score,total_population,transit_rider_count,transit_score,detour_score,overall_score,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
1001423713,Linden Lane from Wilkins Ave,2nd Division,1947-01-01,Concrete,160,42,2,10,923,118,10,9,9,https://tools.wprdc.org/images/pittsburgh/steps/Linden_Lane_from_Wilkins_Ave.jpg,Point Breeze,8,14,42003140400,3,14,4,2-18,40.44677435,-79.91364206
1804138780,Litchfield St from Chartiers Ave to Fusion St,5th Division,1947-01-01,Concrete,127,,1,2,534,58,3,2,4,https://tools.wprdc.org/images/pittsburgh/steps/Litchfield_St_from_Chartiers_Ave_to_Fusion_St.jpg,Crafton Heights,2,20,42003281400,5,20,6,1-16,40.45234339,-80.05426168
1746023229,Litchfield St from Fusion St to Toledo St,5th Division,1947-01-01,Concrete,119,,1,1,456,54,2,2,4,https://tools.wprdc.org/images/pittsburgh/steps/Litchfield_St_from_Fusion_St_to_Toledo_St.jpg,Crafton Heights,2,20,42003281400,5,20,6,1-16,40.45195993,-80.05429997
546996071,Lodge St at Ivyglen St,4th Division,,Concrete,38,15,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Lodge_St_at_Ivyglen_St.jpg,Overbrook,4,32,42003320400,5,32,3,4-23,40.38073052,-79.99340476
1525129067,Lombard St from Colwell St to Diaz Way,3rd Division,1930-01-01,Asphalt/Concrete,114,25,0,100,674,199,7,4,7,https://tools.wprdc.org/images/pittsburgh/steps/Lombard_St_from_Colwell_St_to_Diaz_Way.jpg,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.43917545,-79.97883226
667669438,Lombard St from Diaz Way,3rd Division,1930-01-01,Concrete,43,28,0,100,672,160,10,10,10,https://tools.wprdc.org/images/pittsburgh/steps/Lombard_St_from_Diaz_Way.jpg,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4393918,-79.97878832
1599303030,Lorenz Ave from Neidel St to Harker St,5th Division,,Wood,142,,1,6,840,222,8,3,9,https://tools.wprdc.org/images/pittsburgh/steps/Lorenz_Ave_from_Neidel_St_to_Harker_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.4424792,-80.04309317
77163377,Lorenz Ave from Steuben St to Neidel St,5th Division,,Wood,95,,1,6,884,222,8,3,9,https://tools.wprdc.org/images/pittsburgh/steps/Lorenz_Ave_from_Steuben_St_to_Neidel_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44273307,-80.04270226
933961162,Loretto St from McCaslin St to Tesla St,3rd Division,,Concrete,128,22,0,100,1380,69,9,7,5,https://tools.wprdc.org/images/pittsburgh/steps/Loretto_St_from_McCaslin_St_to_Tesla_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42126181,-79.93692322
914818433,Louisa St from Coltart Ave to McKee Place,Construction,1984-01-01,Concrete,52,34,1,10,2438,660,10,10,10,https://tools.wprdc.org/images/pittsburgh/steps/Louisa_St_from_Coltart_Ave_to_McKee_Place.jpg,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43803542,-79.95819874
306166745,Louisiana Ave from Ordinance St to Wenzell Ave,5th Division,1950-01-01,Concrete,826,141,0,100,922,418,10,1,4,https://tools.wprdc.org/images/pittsburgh/steps/Louisiana_Ave_from_Ordinance_St_to_Wenzell_Ave.jpg,Beechview,2,20,42003192000,5,20,6,4-28,40.40247955,-80.03401178
1825868715,Loyal Way from Arlington Ave,4th Division,,Concrete,60,8,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Loyal_Way_from_Arlington_Ave.jpg,Allentown,3,18,42003180300,5,18,3,4-6,40.41966982,-79.98966572
603676764,Loyal Way from Mt Oliver St to Arlington Ave,4th Division,1970-01-01,Concrete,128,49,0,100,1216,487,10,5,8,https://tools.wprdc.org/images/pittsburgh/steps/Loyal_Way_from_Mt_Oliver_St_to_Arlington_Ave.jpg,Allentown,3,18,42003180300,5,18,3,4-6,40.41963745,-79.98863278
1191807853,Luella St  and Heim St to Bessie Ave,1st Division,1950-01-01,Concrete,218,63,0,100,194,17,2,4,2,https://tools.wprdc.org/images/pittsburgh/steps/Luella_St__and_Heim_St_to_Bessie_Ave.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46856589,-79.99937279
673985932,Luella St to Heim St,1st Division,1950-01-01,Concrete,80,75,0,100,171,14,1,2,1,https://tools.wprdc.org/images/pittsburgh/steps/Luella_St_to_Heim_St.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46822699,-79.9995217
1630173774,Luxbridge Way to Vinecliffe St,5th Division,,Wood,21,12,0,100,698,67,4,1,5,https://tools.wprdc.org/images/pittsburgh/steps/Luxbridge_Way_to_Vinecliffe_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.43061055,-80.00616189
778711269,Mackey St to Lawn St,3rd Division,,Wood,25,28,1,9,618,0,6,10,8,https://tools.wprdc.org/images/pittsburgh/steps/Mackey_St_to_Lawn_St.jpg,South Oakland,3,4,42003040900,3,4,4,2-10,40.4327704,-79.95989412
1966875756,Maeburn Rd at Sunappe Way to Shady Ave,3rd Division,,Concrete,42,30,0,100,1058,735,8,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Maeburn_Rd_at_Sunappe_Way_to_Shady_Ave.jpg,Squirrel Hill South,5,14,42003141400,3,14,4,2-21,40.42830021,-79.92405461
1138474516,Malden St from Lecky Ave,1st Division,,Concrete,236,117,0,100,548,236,9,7,8,https://tools.wprdc.org/images/pittsburgh/steps/Malden_St_from_Lecky_Ave.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47464318,-80.03402733
507541194,Mann St from Grace St to Belonda St,5th Division,,Wood,264,83,0,100,717,0,4,6,3,https://tools.wprdc.org/images/pittsburgh/steps/Mann_St_from_Grace_St_to_Belonda_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42796594,-80.01420175
348856513,Mann St from Rubicon to Grace St,5th Division,1938-01-01,Concrete,100,42,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mann_St_from_Rubicon_to_Grace_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42827178,-80.01488333
1543843883,Mann St from Woodruff St to Rubicon St,5th Division,1938-01-01,Concrete,150,107,0,100,490,0,5,10,5,https://tools.wprdc.org/images/pittsburgh/steps/Mann_St_from_Woodruff_St_to_Rubicon_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42842164,-80.01536556
1536100451,Mansion St from Johnston Ave to Ashton Ave East,3rd Division,1989-01-01,Concrete,364,60,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mansion_St_from_Johnston_Ave_to_Ashton_Ave_East.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40601435,-79.93698392
2075021462,Mansion St from Johnston Ave to Ashton Ave West,3rd Division,1989-01-01,Concrete,308,21,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mansion_St_from_Johnston_Ave_to_Ashton_Ave_West.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40597453,-79.93716087
457495931,Maple Ave from E Burgess St to Dead End,1st Division,,Concrete,360,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Maple_Ave_from_E_Burgess_St_to_Dead_End.jpg,Perry South,6,26,42003261400,1,26,1,1-22,40.46728202,-80.00848308
1449425632,Maple Ave from E McIntyre Ave to E Burgess St,1st Division,,Concrete,397,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Maple_Ave_from_E_McIntyre_Ave_to_E_Burgess_St.jpg,Perry South,6,26,42003261400,1,26,1,1-22,40.468359,-80.00838125
1390366518,Marena St from Parnassus Way to Marlow St North,5th Division,,Brick/Asphalt,295,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Marena_St_from_Parnassus_Way_to_Marlow_St_North.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.4454037,-80.036861
1516064017,Marena St from Parnassus Way to Marlow St South,5th Division,,Brick/Asphalt,300,67,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Marena_St_from_Parnassus_Way_to_Marlow_St_South.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.4453343,-80.03694818
1508731758,Marengo St from Arlington Ave to Esop Way,4th Division,1948-01-01,Concrete,115,,0,100,733,152,7,4,6,https://tools.wprdc.org/images/pittsburgh/steps/Marengo_St_from_Arlington_Ave_to_Esop_Way.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.41803006,-79.97727417
982571780,Marengo St from Esop Way to Eccles St,4th Division,1948-01-01,Concrete,122,,0,100,672,152,7,5,6,https://tools.wprdc.org/images/pittsburgh/steps/Marengo_St_from_Esop_Way_to_Eccles_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.41839151,-79.97720845
869388654,Marengo St from Salisbury St to Southside Park,4th Division,1946-01-01,Concrete,114,25,0,100,424,83,3,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Marengo_St_from_Salisbury_St_to_Southside_Park.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.4196073,-79.97705025
1758550261,Marland St from Ibis Way to Brownsville Rd,4th Division,,Concrete,125,15,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Marland_St_from_Ibis_Way_to_Brownsville_Rd.jpg,Knoxville,3,30,42003300100,5,30,3,4-7,40.41209393,-79.9898971
1165827568,Marsonia St from Mountford Ave to Osgood St,1st Division,,Concrete,241,,0,100,746,32,5,4,6,https://tools.wprdc.org/images/pittsburgh/steps/Marsonia_St_from_Mountford_Ave_to_Osgood_St.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.46385483,-80.00700885
441706472,Marsonia St from Osgood St to Biggs Ave,1st Division,,Concrete,264,,0,100,695,32,3,1,4,https://tools.wprdc.org/images/pittsburgh/steps/Marsonia_St_from_Osgood_St_to_Biggs_Ave.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.46403824,-80.00597613
286826740,Martha St from Duffield St to El Paso St,2nd Division,1949-01-01,Concrete,247,105,1,9,1194,95,9,5,7,https://tools.wprdc.org/images/pittsburgh/steps/Martha_St_from_Duffield_St_to_El_Paso_St.jpg,Stanton Heights,7,10,42003101800,2,10,5,3-7,40.48616992,-79.92958192
615342820,Martha St from Kalamazoo Way to Duffield St,2nd Division,1949-01-01,Concrete,110,32,1,10,1192,99,10,7,8,https://tools.wprdc.org/images/pittsburgh/steps/Martha_St_from_Kalamazoo_Way_to_Duffield_St.jpg,Morningside,7,10,42003101400,2,10,5,3-7,40.48578547,-79.92903687
891762864,Martha St from Morningside Ave to Kalamazoo Way,2nd Division,1949-01-01,Concrete,102,7,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Martha_St_from_Morningside_Ave_to_Kalamazoo_Way.jpg,Morningside,7,10,42003101400,2,10,5,3-7,40.48554723,-79.92872283
1888367102,Martin Luther King Park,Parks - Schenley,,Concrete,,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Martin_Luther_King_Park.jpg,Terrace Village,6,5,42003051100,3,5,2,2-1,40.43965497,-79.97486442
1283594953,Marvista St,1st Division,1951-01-01,Concrete,215,66,0,100,308,71,4,5,4,https://tools.wprdc.org/images/pittsburgh/steps/Marvista_St.jpg,California-Kirkbride,6,21,42003250700,1,21,1,1-9,40.46151964,-80.02726502
1763453637,Marvista St from Hyena St to Dead End,1st Division,1951-01-01,Concrete,70,53,0,100,89,0,1,1,2,https://tools.wprdc.org/images/pittsburgh/steps/Marvista_St_from_Hyena_St_to_Dead_End.jpg,California-Kirkbride,6,21,42003250700,1,21,1,1-9,40.46163368,-80.02623457
1249300684,Marvista St from Marvista St to Marvista St,1st Division,1951-01-01,Concrete,451,209,0,100,284,0,2,4,4,https://tools.wprdc.org/images/pittsburgh/steps/Marvista_St_from_Marvista_St_to_Marvista_St.jpg,California-Kirkbride,6,21,42003250700,1,21,1,1-9,40.46176147,-80.02571996
831652393,Mary St from S 30th St,4th Division,,Wood,80,27,0,100,550,33,2,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Mary_St_from_S_30th_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42318663,-79.96606444
2072104190,Mary St from S 30th St Steps,4th Division,,Concrete/Wood,116,,0,100,577,54,3,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Mary_St_from_S_30th_St_Steps.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42262026,-79.96548505
2012864527,Mary St to Handler St,4th Division,,Concrete,209,121,0,100,378,8,2,4,2,https://tools.wprdc.org/images/pittsburgh/steps/Mary_St_to_Handler_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42120853,-79.96316596
1235401548,Mauch St from Spring Garden Ave to Carrie St,1st Division,,Concrete,127,41,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mauch_St_from_Spring_Garden_Ave_to_Carrie_St.jpg,Spring Garden,1,26,42003241200,1,26,1,1-11,40.47178009,-79.98606704
1198372021,Mayfield St from Norwood Ave to Mohn Way,1st Division,1951-01-01,Concrete,353,42,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mayfield_St_from_Norwood_Ave_to_Mohn_Way.jpg,Perry South,1,26,42003261500,1,26,1,1-23,40.47343349,-80.01422046
1365866729,McKees Lane from Burgess St to Perrysville Ave,1st Division,,Wood,159,37,0,100,1031,290,9,2,8,https://tools.wprdc.org/images/pittsburgh/steps/McKees_Lane_from_Burgess_St_to_Perrysville_Ave.jpg,Perry South,6,26,42003261400,1,26,1,1-12,40.46670382,-80.01134985
929013908,McNaugher St from Olive St,1st Division,,Wood,52,12,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/McNaugher_St_from_Olive_St.jpg,Fineview,6,25,42003250900,1,25,1,1-10,40.46458078,-80.00827592
1672464889,McNaugher St from Olive St to Mountford Ave,1st Division,,Wood,115,23,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/McNaugher_St_from_Olive_St_to_Mountford_Ave.jpg,Fineview,6,25,42003250900,1,25,1,1-10,40.46453746,-80.00801864
1316170871,Merrimac St and Woodruff St to Omaha St,5th Division,,Concrete,40,23,0,100,778,64,5,2,3,https://tools.wprdc.org/images/pittsburgh/steps/Merrimac_St_and_Woodruff_St_to_Omaha_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43044478,-80.01384683
1070329106,Merwyn Ave from Ashlyn St,5th Division,,Concrete,32,4,0,100,402,0,5,10,4,https://tools.wprdc.org/images/pittsburgh/steps/Merwyn_Ave_from_Ashlyn_St.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45876142,-80.05341341
83139752,Middle St from Knoll St to Dunloe Ave,1st Division,1948-01-01,Concrete,134,101,1,6,706,229,8,5,10,https://tools.wprdc.org/images/pittsburgh/steps/Middle_St_from_Knoll_St_to_Dunloe_Ave.jpg,East Allegheny,1,23,42003563200,1,23,1,1-6,40.4579175,-80.00040629
1452476703,Mifflin Rd at Mifflin Rd Terrace to Cox Place,3rd Division,1960-01-01,Concrete,262,65,1,7,227,73,6,10,4,https://tools.wprdc.org/images/pittsburgh/steps/Mifflin_Rd_at_Mifflin_Rd_Terrace_to_Cox_Place.jpg,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37085016,-79.91539526
7002735,Milan St from Whited St,4th Division,,Wood,16,12,0,100,743,44,9,10,4,https://tools.wprdc.org/images/pittsburgh/steps/Milan_St_from_Whited_St.jpg,Brookline,4,19,42003320600,5,19,6,4-26,40.39380228,-80.01332689
2109131548,Milnor St from Attell Way to Preston St,5th Division,1947-01-01,Concrete,115,16,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Milnor_St_from_Attell_Way_to_Preston_St.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43638682,-80.0548367
656895031,Milnor St from Barr Ave to Attell Way,5th Division,1947-01-01,Concrete,110,46,0,100,920,37,8,9,5,https://tools.wprdc.org/images/pittsburgh/steps/Milnor_St_from_Barr_Ave_to_Attell_Way.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43670987,-80.05485946
1602761025,Milnor St from Clearview Ave to Wellborn Way,5th Division,1947-01-01,Concrete,98,40,0,100,1016,37,9,10,6,https://tools.wprdc.org/images/pittsburgh/steps/Milnor_St_from_Clearview_Ave_to_Wellborn_Way.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43743946,-80.0549741
507398882,Milnor St from Preston St to Sedley Way,5th Division,1947-01-01,Concrete,133,43,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Milnor_St_from_Preston_St_to_Sedley_Way.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43594938,-80.05479379
1957944930,Milnor St from Wellborn Way to Barr Ave,5th Division,1947-01-01,Concrete,104,35,0,100,1001,37,9,10,7,https://tools.wprdc.org/images/pittsburgh/steps/Milnor_St_from_Wellborn_Way_to_Barr_Ave.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43710578,-80.05491778
576458172,Milo St at Cape May Ave to Suburban Ave,5th Division,2002-01-01,Concrete,183,96,0,100,1076,877,10,5,7,https://tools.wprdc.org/images/pittsburgh/steps/Milo_St_at_Cape_May_Ave_to_Suburban_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.40992134,-80.02016216
449705843,Milroy St at Perrysville Ave,1st Division,1936-01-01,Wood,37,25,0,100,759,136,7,3,3,https://tools.wprdc.org/images/pittsburgh/steps/Milroy_St_at_Perrysville_Ave.jpg,Perry North,1,26,42003260700,1,26,1,1-23,40.47617916,-80.01224685
1046882191,Milroy St from 323 to 301,1st Division,,Concrete,722,26,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Milroy_St_from_323_to_301.jpg,Perry South,1,26,42003261500,1,26,1,1-23,40.47639132,-80.00993006
11036634,Milroy St from Bothwell Ave to Viola St,1st Division,1982-01-01,Concrete,238,92,0,100,637,137,5,1,2,https://tools.wprdc.org/images/pittsburgh/steps/Milroy_St_from_Bothwell_Ave_to_Viola_St.jpg,Perry South,1,26,42003260700,1,26,1,1-23,40.47630967,-80.01110128
544733252,Mission St from Barry St to Oakley Way,4th Division,1950-01-01,Concrete,287,86,0,100,1012,45,5,1,6,https://tools.wprdc.org/images/pittsburgh/steps/Mission_St_from_Barry_St_to_Oakley_Way.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.4224022,-79.96986715
1024327682,Missouri St to Evers Dr,2nd Division,,Concrete,115,21,1,2,597,149,5,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Missouri_St_to_Evers_Dr.jpg,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.47056228,-79.89928639
1622620403,Mohawk St from 5th Ave to Beelen St,3rd Division,1949-01-01,Concrete,85,77,0,100,312,224,7,7,7,https://tools.wprdc.org/images/pittsburgh/steps/Mohawk_St_from_5th_Ave_to_Beelen_St.jpg,West Oakland,6,4,42003040200,3,4,4,2-10,40.43744997,-79.97128055
2106848860,Mohler St at Willing St,2nd Division,,Concrete,20,6,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mohler_St_at_Willing_St.jpg,Homewood North,9,13,42003130100,2,13,5,3-17,40.45836831,-79.88557289
1339409580,Monastery St from Brosville St to St Thomas St,4th Division,1970-01-01,Concrete,300,40,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Monastery_St_from_Brosville_St_to_St_Thomas_St.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.4235426,-79.98610543
1017213521,Monastery St from St Thomas St to Monastery Ave,4th Division,1970-01-01,Concrete,208,15,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Monastery_St_from_St_Thomas_St_to_Monastery_Ave.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.42328736,-79.98512106
199900323,Montana St from Grizella St to Swanson St,1st Division,1964-01-01,Concrete,100,47,0,100,247,0,4,10,2,https://tools.wprdc.org/images/pittsburgh/steps/Montana_St_from_Grizella_St_to_Swanson_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49370543,-80.01731239
1976386361,Montclair St from Tesla St to McCaslin St,3rd Division,,Brick/Concrete,87,8,0,100,923,48,9,8,3,https://tools.wprdc.org/images/pittsburgh/steps/Montclair_St_from_Tesla_St_to_McCaslin_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42011786,-79.93644576
1418944835,Monteiro St from McCaslin St to Bryson Way,3rd Division,,Concrete,116,48,0,100,721,52,7,8,5,https://tools.wprdc.org/images/pittsburgh/steps/Monteiro_St_from_McCaslin_St_to_Bryson_Way.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42616815,-79.93660414
1786853684,Monteiro St to Flemington,3rd Division,,Concrete,154,41,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Monteiro_St_to_Flemington.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42737799,-79.93301517
1152098951,Montooth St from Industry St to Proxim Way,4th Division,,Concrete,107,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Montooth_St_from_Industry_St_to_Proxim_Way.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.41959123,-80.00596344
369553782,Montooth St from Nina Way to Industry St,4th Division,,Concrete,141,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Montooth_St_from_Nina_Way_to_Industry_St.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.4200213,-80.00600085
1837969878,Montooth St from W Warrington Ave to Nina Way,4th Division,1988-01-01,Concrete,144,37,0,100,422,1381,10,4,6,https://tools.wprdc.org/images/pittsburgh/steps/Montooth_St_from_W_Warrington_Ave_to_Nina_Way.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.42042102,-80.00602868
1282157287,Montview St to Wabana St,1st Division,1950-01-01,Concrete,120,73,0,100,420,67,6,8,3,https://tools.wprdc.org/images/pittsburgh/steps/Montview_St_to_Wabana_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49184984,-80.02456344
2106814775,Moore Ave from Knox Ave to Brownsville Rd North,4th Division,1929-01-01,Concrete,93,25,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Moore_Ave_from_Knox_Ave_to_Brownsville_Rd_North.jpg,Knoxville,3,30,42003300100,5,30,3,4-7,40.41143682,-79.99014755
679774617,Moore Ave from Knox Ave to Brownsville Rd South,4th Division,,Concrete,93,24,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Moore_Ave_from_Knox_Ave_to_Brownsville_Rd_South.jpg,Knoxville,3,30,42003300100,5,30,3,4-7,40.41136943,-79.99017974
1334173360,Morgan St from Centre Ave to Elba St,3rd Division,1949-01-01,Concrete,138,54,1,4,791,240,8,3,9,https://tools.wprdc.org/images/pittsburgh/steps/Morgan_St_from_Centre_Ave_to_Elba_St.jpg,Middle Hill,6,5,42003050100,3,5,2,2-5,40.447936,-79.9667908
1992537094,Morrison St from St Marks Place to B St,1st Division,,Concrete,263,13,0,100,328,56,2,2,4,https://tools.wprdc.org/images/pittsburgh/steps/Morrison_St_from_St_Marks_Place_to_B_St.jpg,California-Kirkbride,6,25,42003250700,1,25,1,1-9,40.46047828,-80.02131282
56615664,Mosgrove St from Nobles Lane to Cloverdale St,4th Division,1973-01-01,Concrete,257,62,0,100,237,188,2,3,2,https://tools.wprdc.org/images/pittsburgh/steps/Mosgrove_St_from_Nobles_Lane_to_Cloverdale_St.jpg,Carrick,4,29,42003290100,3,29,3,4-23,40.39778591,-79.99731876
634815542,Moyer St to Chartiers Ave,5th Division,,Brick,307,50,0,100,838,89,10,9,8,https://tools.wprdc.org/images/pittsburgh/steps/Moyer_St_to_Chartiers_Ave.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45710455,-80.06610304
278499659,Mueller Ave from Crotzer Ave to Preston St,5th Division,,Brick/Asphalt,206,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mueller_Ave_from_Crotzer_Ave_to_Preston_St.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43606025,-80.05793833
982107039,Mueller Ave from Preston St to Sedley Way,5th Division,,Brick/Asphalt,62,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mueller_Ave_from_Preston_St_to_Sedley_Way.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43560183,-80.05799414
1461898992,Murdoch Rd from Hobart St to Gaurino Rd,3rd Division,,Asphalt/Wood,20,10,1,10,1659,119,10,10,9,https://tools.wprdc.org/images/pittsburgh/steps/Murdoch_Rd_from_Hobart_St_to_Gaurino_Rd.jpg,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.4327546,-79.93049898
1894808994,Murray Ave at Beechwood Blvd,Construction,1928-01-01,Concrete,125,88,0,100,1185,452,10,8,7,https://tools.wprdc.org/images/pittsburgh/steps/Murray_Ave_at_Beechwood_Blvd.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42657836,-79.9271521
2044165941,Mutual St from Chartiers Ave to Kelvin St,5th Division,1950-01-01,Concrete/Wood,338,73,1,7,1080,78,7,2,9,https://tools.wprdc.org/images/pittsburgh/steps/Mutual_St_from_Chartiers_Ave_to_Kelvin_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45317615,-80.06306305
442193313,N Craig St at Bigelow Blvd,3rd Division,,Concrete,58,7,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/N_Craig_St_at_Bigelow_Blvd.jpg,North Oakland,6,5,42003562000,3,5,4,2-23,40.45636792,-79.95487573
1336489932,N Craig St near Bigelow Blvd from Gold Way,3rd Division,,Brick/Concrete,102,28,0,100,519,47,6,9,9,https://tools.wprdc.org/images/pittsburgh/steps/N_Craig_St_near_Bigelow_Blvd_from_Gold_Way.jpg,North Oakland,6,5,42003562000,3,5,4,2-23,40.45606306,-79.9543031
1849088230,N Evaline St from Brown Way to Rosetta St,2nd Division,1948-01-01,Concrete,130,110,1,6,898,98,7,3,9,https://tools.wprdc.org/images/pittsburgh/steps/N_Evaline_St_from_Brown_Way_to_Rosetta_St.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46756052,-79.94042355
2018256531,N Evaline St from Kincaid St to Brown Way,2nd Division,1948-01-01,Concrete,108,58,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/N_Evaline_St_from_Kincaid_St_to_Brown_Way.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46717768,-79.94051338
786655558,N Evaline St from Rosetta St to Shamrock Way,2nd Division,1948-01-01,Concrete,102,,1,6,769,98,7,4,8,https://tools.wprdc.org/images/pittsburgh/steps/N_Evaline_St_from_Rosetta_St_to_Shamrock_Way.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46795722,-79.94048283
481040548,N Evaline St from Shamrock Way to Hillcrest St,2nd Division,1948-01-01,Concrete,105,,1,4,700,95,6,4,8,https://tools.wprdc.org/images/pittsburgh/steps/N_Evaline_St_from_Shamrock_Way_to_Hillcrest_St.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.4682883,-79.94040236
1254017796,N Pacific Ave from Jordan Way to Kincaid St,2nd Division,,Concrete,105,23,1,8,1118,240,10,4,10,https://tools.wprdc.org/images/pittsburgh/steps/N_Pacific_Ave_from_Jordan_Way_to_Kincaid_St.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46664839,-79.93965476
